LANGUAGE, English, German
STRS_inv_item_sperre_moved, "Please wait 5 seconds for the roadblock to be moved.", "Bitte warte 5 Sekunden bis die Strassensperre umgestellt wurde."
STRS_inv_item_sperre_invcl, "You can't place a Roadblock inside a vehicle.", "Du kannst keine Strassensperre in einem Fahrzeug platzieren."
STRS_inv_item_sperre_hiernicht, "You can't place the Roadblock in this area.", "Du kannst hier keine Sperre bauen!"


// HANDY
STRS_inv_item_handy, "Mobile phone", "Handy"
STRS_inv_item_handy_info, "Using a mobile phone you can send other players private messages. When you use it, a dialogue appears where you can enter your message. Choose the player you want to send the message to and send it. Each message costs $10. The other player can only reach a message, if he has a mobile phone too.","Mit dem Handy kannst du dich mit anderen Spielern privat unterhalten. Wenn du es benutzt, oeffnet sich ein Eingabefeld, in dem du die Nachricht eingeben kannst. Waehle den Spieler, und schicke die Nachricht ab. Jede Nachricht kostet $10. Ein anderer Spieler kann eine Nachricht nur bekommen, wenn er ebenfalls ein Handy hat."

STRS_inv_item_handy_keinmoney, "You cannot afford an SMS.", "Du kannst dir eine SMS nicht leisten."
STRS_inv_item_handy_gesendet, "You sent an SMS to %1.", "Du hast eine SMS an %1 gesendet."
STRS_inv_item_handy_nachricht, "%2 sent you an SMS: %1", "%2 hat dir eine SMS gesendet: %1"
STRS_inv_item_handy_nichterreicht, "%1 does not have a mobile phone. Your message did not reach him.", "%1 hat kein Handy. Er konnte die Nachricht daher nicht empfangen"
STRS_inv_item_handy_leermsg, "You cannot send an empty message.", "Du kannst keine leere Nachricht senden."
STRS_inv_item_handy_noplayer, "The selected player is not in-game.", "Der ausgewaehlte Spieler ist nicht ingame."
STRS_inv_item_handy_text_zu_lang, "The Text is too long.", "Der Text ist zu lang."


// VCL AMMO
STRS_inv_item_vclammo, "Vehicle ammo", "Fahrzeugmunition"
STRS_inv_item_vclammo_info, "Ammo for weapons attached to vehicles. Use such a box within vehicles to refill the ammo of the vehicle.","Munition fuer Waffen an Fahrzeugen. Benutze eine solche Kiste in einem Fahrzeug, um die Munition aufzufuellen."

STRS_inv_item_vclammo_nomg, "This vehicle doesn't have a weapon which can be rearmed.", "Dieses Fahrzeug hat kein MG das aufmunitioniert werden kann."
STRS_inv_item_vclammo_rearmed, "You rearmed this vehicle.", "Du hast dieses Fahrzeug neu bewaffnet."
STRS_inv_item_vclammo_novehicle, "You are not in a vehicle.", "Du bist nicht in einem Fahrzeug."


// OBJECTS

STRS_inv_item_objs, "Object", "Objekt"
STRS_inv_item_objs_info, "Use this item in order to spawn the object.", "Benutze dieses Item, um das Objekt zu bauen."

STRS_inv_item_obj_take, "Take", "Nehmen"
STRS_inv_item_obj_packed, "You took the object. You can place it by using your inventory.", "Du hast das Objekt genommen. Du kannst es mit deinem Inventar wieder bauen."

STRS_inv_item_obj_invcl, "You cannot place the object while being in a vehicle.", "Du kannst das Objekt nicht bauen, waehrend du in einem Fahrzeug bist."
STRS_inv_item_obj_hiernicht, "You cannot place this object here.", "Du kannst hier kein Objekt bauen."

STRS_inv_item_obj_bauen, "You placed this object here. Wait a few seconds until it appears.", "Du hast dieses Objekt hier gebaut. Warte ein paar Sekunden, bis es gebaut wurde."
STRS_inv_item_obj_toomany, "You already placed too many Objects.", "Du hast bereits zu viele Objekte gebaut."
STRS_inv_item_obj_cantpack, "You can not carry this Object.", "Du kannst dieses Objekt nicht tragen."

// SELBSTMORDBOMBE
STRS_inv_item_selbstmordbombe, "Suicide Bomb", "Selbstmordbombe"
STRS_inv_item_selbstmordbombe_info, "When you are using this item, everybody near you should run as fast as possible. You will not survive it.", "Wenn du dieses Item benutzt, sollte jeder in deiner Nähe so schnell wie möglich rennen. Du wirst die Benutzung nicht überleben."
STRS_inv_item_selbstmordbombe_globalmsg, "Someone will blow himself up in a few moments!", "Jemand wird sich in Kürze in die Luft sprengen!"


// VEHICLE BOMBS

STRS_inv_item_fernbombe, "Remote Control Car-Bomb", "Fernzuendautobombe"
STRS_inv_item_fernbombe_info, "A Car-Bomb. It explodes when you use the remote control.\n\nTo plant the bomb; get in the car, open the inventory, choose the bomb and press >use<. The Bomb is now activated! Other players in the car will be noticed when you place a bomb. To blow the bomb up, use the remote control of the bomb, which you will find in your inventory. To deactivate the bomb, you can either drop the remote control, or you use the action menu entry you have when you sit in the car, you will get the bomb back in your inventory, if you deactivate it the second way.","Eine Autobombe. Sie explodiert, wenn du den Zünder drückst.\n\nUm die Bombe zu legen, setz dich in das entsprechende Fahrzeug, oeffne das Inventar und benutze die Bombe. Die Bombe ist dann scharf! Spieler im Fahrzeug werden mitkriegen, dass du eine Bombe gelegt hast. Um die Bombe explodieren zu lassen, benutze einfach den entsprechenden Zuender, den du im Inventar findest. Um die Bombe zu deaktivieren, kannst du entweder einfach den Zuender wegwerfen oder die Aktion im Fahrzeug benutzen. Mit der zweiten Methode kriegst du die Bombe ins Inventar zurueck."

STRS_inv_item_zeitbombe, "Car-Bomb with Timer", "Autobombe mit Zeitzuender"
STRS_inv_item_zeitbombe_info, "A Car-Bomb. It explodes when the timer reaches 0.\n\nTo plant the bomb, get in the car, open the inventory, choose the bomb and press >use<. In the following dialogue you can configure the bomb. Other player in the car will be noticed when you place a bomb. To deactivate the bomb, just use the entry from your action menu, you will get the bomb back in your inventory.","Eine Autobombe. Sie explodiert, wenn der Countdown auf 0 ist.\n\nUm die Bombe zu legen, setz dich in das entsprechende Fahrzeug, oeffne das Inventar und benutze die Bombe. Im folgenden Dialog kannst du die Bombe konfigurieren. Spieler im Fahrzeug werden mitkriegen, dass du eine Bombe gelegt hast. Ueber ein Eintrag im Actionmenu kannst du die Bombe entschaerfen, du bekommst die Bombe dann zurueck."

STRS_inv_item_enginebombe, "Ignition Carbomb", "Aktivierungs Autobombe"
STRS_inv_item_enginebombe_info,"A Car-Bomb. It explodes if the car this bomb is attached to starts the engine.\n\nTo plant the bomb, get in the car, open the inventory, choose the bomb and press >use<. The Bomb is now activated! Other player in the car will be noticed when you place a bomb. To deactivate the bomb, just use the entry from your action menu, you will get the bomb back in your inventory.","Eine Autobombe. Sie explodiert, wenn das Fahrzeug, in dem die Bombe liegt, den Motor startet.\n\nUm die Bombe zu legen, setz dich in das entsprechende Fahrzeug, oeffne das Inventar und benutze die Bombe. Die Bombe ist dann scharf! Spieler im Fahrzeug werden mitkriegen, dass du eine Bombe gelegt hast. Ueber ein Eintrag im Actionmenu kannst du die Bombe entschaerfen, du bekommst die Bombe dann zurueck."

STRS_inv_item_fernzuender, "Bomb remote control", "Fernzuender"
STRS_inv_item_zuender_info,"Use it to blow the bomb connected with this control up. Drop it to deactivate the bomb.","Benutz es, um die Bombe, die mit diesem Zuender verbunden ist, hochgehen zu lassen. Leg es ab, um die Bombe zu entschaerfen."

STRS_inv_item_speedbombe, "Car-Bomb with Speed activation", "Autobombe mit Geschwindigkeitszuender"
STRS_inv_item_speedbombe_info,"A Car-Bomb. It activates when the player drives faster than the speed you selected, and will explode when he drives slower.\n\nTo plant the bomb, get in the car, open the inventory, choose the bomb and press >use<. In the following dialogue you can configure the bomb! Other player in the car will be noticed when you place a bomb. To deactivate the bomb, just use the entry from your actionmenu, you will get the bomb back in your inventory.","Eine Autobombe. Sie wird aktiviert, wenn das Fahrzeug schneller faehrt als die von dir eingestellte Geschwindigkeit, und sie explodiert, wenn das Fahrzeug langsamer faehrt.\n\nUm die Bombe zu legen, setz dich in das entsprechende Fahrzeug, oeffne das Inventar und benutze die Bombe. Im folgenden Dialog kannst du die Bombe konfigurieren. Spieler im Fahrzeug werden mitkriegen, dass du eine Bombe gelegt hast. Ueber ein Eintrag im Actionmenu kannst du die Bombe entschaerfen, du bekommst die Bombe dann zurueck."

STRS_inv_item_vehiclebomb_action_deactivate, "Deactivate Bomb", "Bombe deaktivieren"
STRS_inv_item_vehiclebomb_action_changetimer, "Change Timer", "Zeit aendern"
STRS_inv_item_vehiclebomb_timebombconfig_sec, "%1 sec", "%1 Sek."
STRS_inv_item_vehiclebomb_speedbombconfig_kmh, "%1 kph", "%1 km/h"
STRS_inv_item_vehiclebomb_notexist, "The bomb does not exist.", "Die Bombe existiert nicht."
STRS_inv_item_vehiclebomb_changed, "Remaining Time set to %1 seconds.", "Verbleibende Zeit auf %1 Sekunden geaendert."
STRS_inv_item_vehiclebomb_defused, "Bomb defused.", "Bombe entschaerft."
STRS_inv_item_vehiclebomb_changetimer, "Change Timer", "Timer aendern"
STRS_inv_item_vehiclebomb_sec, "%1 sec", "%1 Sek."
STRS_inv_item_vehiclebomb_legen_gesehen, "Watch out! You saw %1 planting a car-Bomb in this vehicle!", "Pass auf! Du hast gesehen, wie %1 eine Autobombe in dieses Vehikel legte."
STRS_inv_item_vehiclebomb_notinvehicle, "You have to sit in a car to activate the bomb.", "Du musst dich in einem Fahrzeug befinden, um die Bombe zu legen."
STRS_inv_item_vehiclebomb_deactivated, "Bomb deactivated!", "Bombe deaktiviert!"
STRS_inv_item_vehiclebomb_speedbomb_activated, "Watch out, the a carbomb has been activated. You are not allowed to drive slower than %2 km/h for %3 seconds.", "Geschwindigkeitsbombe aktiviert! Fahre nicht langsamer als %2 km/h fuer %3 sekunden, oder du wirst explodieren!"
STRS_inv_item_vehiclebomb_planted, "You planted a bomb (ID: %1).", "Du hast eine Bombe gelegt (ID: %1)."

// ILLEGAL WEAPONS

STRS_inv_item_illegalweapons, "Pack with illegal Weapons", "kiste mit illegale waffen"
STRS_inv_item_illegalweapons_info, "u only can sell this","du kannst sie nur verkaufen"


// NAHRUNG

STRS_inv_item_nahrung_info, "In your stats you can see how hungry you are. With this you can satisfy you hunger. Just choose how much you want to eat and press >use<. Differen kinds of food (unprocessed or finished) will remove your hunger in differen levels. If you reach a hunger of 100 you will die slowly!","In deinen Statistiken kannst du sehen, wie sehr du Hunger hast. Mit diesem Gegenstand kannst du deinen Hunger stillen. Waehle aus, wie viel du essen willst, und klick >benutzen<. Verschiedene Qualiteaten (unverarbeitet oder fertige Produkte) machen dich unterschiedlich Satt. Waechst der Hunger auf 100 an, stirbst du langsam!"
STRS_inv_item_getraenke_info, "In your stats you can see how thirsty you are. With this you can satisfy you thirst. Just choose how much you want to drink and press >use<. Different kinds of water (unprocessed or bottled) will remove your thirst in different levels. If you reach a thirst of 100 you will die slowly!","In deinen Statistiken kannst du sehen, wie sehr du Durst hast. Mit diesem Getraenk kannst du deinen Durst stillen. Waehle aus, wie viel du davon trinken willst, und klick >benutzen<. Verschiedene Qualitaeten (unverarbeitet oder nicht) entfernt unterschiedlich hoch deinen Durst. Waechst der Durst auf 100 an, stirbst du langsam!"
STRS_inv_item_alkohol_info, "A Alcoholic drink. Sell it to Fuel Stations, Restaurants or City Shops to make money, or use it to get alcohol effects - but be aware that cops might detect it (WIP)", "Ein Alkoholisches Getraenk. Verkaufe es an Restaurants, Tankstellen oder City-Shops oder Trinke es um die Wirkung zu verspueren - sei dir aber bewusst das Cops es herausfinden koennen(WIP)"
STRS_inv_item_tobacco_info, "A Tobacco Product. Sell it to Fuel Stations, Restaurants or City Shops to make money, or smoke it.", "Ein Tabak basierendes Produkt. Verkaufe es an Restaurants, Tankstellen oder City-Shops oder Rauche es einfach."

STRS_inv_item_nahrung_gegessen, "You ate something and are %1/100 fed.", "Du hast was gegessen und bist nun %1/100 satt."
STRS_inv_item_getreank_getrunken, "You drank something and are now only %1/100 thirsty anymore.", "Du hast was getrunken und bist nun nurnoch %1/100 durstig."
STRS_inv_item_nahrung_verhungern, "You are starving.", "Du bist am Verhungern."
STRS_inv_item_nahrung_verdursten, "You are dehydrating - drink something!!!", "Du bist am Verdursten - trinke etwas!!!"

// NAHRUNG NAMEN
STRS_inv_item_name_soup, "Warm Soup", "Warme Suppe"
STRS_inv_item_name_fish, "Unprocessed Fish", "Unverarbeiteter Fisch"
STRS_inv_item_name_korn, "Unprocessed Wheat", "Unverarbeiteter Weizen"
STRS_inv_item_name_bread, "Fresh Bread", "Frisches Brot"
STRS_inv_item_name_soup, "Fresh hot Soup", "Frische heisse Suppe"
STRS_inv_item_name_shark, "Unprocessed Shark", "Unverarbeiteter Hai"
STRS_inv_item_name_whale, "Unprocessed Whale", "Unverarbeiteter Wal"
STRS_inv_item_name_donut, "Fresh Donut", "Frischer Donut"
STRS_inv_item_name_whale_filet, "Whale Filets", "Wal Filets"
STRS_inv_item_name_shark_filet, "Shark Filets", "Hai Filets"
STRS_inv_item_name_fish_filet, "Fish Filets", "Fisch Filets"

STRS_inv_item_name_salzwasser, "Saltwater", "Salzwasser"
STRS_inv_item_name_quellwasser, "Mountainspring Water", "BergQuellwasser"
STRS_inv_item_name_quellwasserhq, "Mountainspring Water (high Quality)", "BergQuellwasser (hohe Qualitaet)"
STRS_inv_item_name_bottlewater_low, "Bottled Water(low quality)", "Flasche Wasser (schlechte qualiteat)"
STRS_inv_item_name_bottlewater_no1, "Bottled Water(DelMare Medium)", "Flasche Wasser (Delmare Medium)"
STRS_inv_item_name_bottlewater_no2, "Bottled Water(Mountain Medium)", "Flasche Wasser (Bergquell Medium)"
STRS_inv_item_name_bottlewater_hq, "Bottled Water(Mountain HQ)", "Flasche Wasser (Bergquell HQ)"

STRS_inv_item_name_rotwein, "Bottled Red Wine", "Flasche Rotwein"
STRS_inv_item_name_rotweinhq, "Bottled Red Wine(HQ)", "Flasche Rotwein(HQ)"
STRS_inv_item_name_weisswein, "Bottled White Wine", "Flasche Weisswein"
STRS_inv_item_name_weissweinhq, "Bottled White Wine(HQ)", "Flasche Weisswein(HQ)"
STRS_inv_item_name_bier, "Bottled Beer", "Flasche Bier (Pils)"
STRS_inv_item_name_weizenbier, "Bottled Wheat-Beer", "Flasche Weizenbier"
STRS_inv_item_name_Starkbier, "Bottled Strong-Beer", "Flasche Starkbier"


// ITEM + RESOURCES NAMES
STRS_inv_item_name_redtrauben, "Bundle red grapes", "Steangel rote Trauben"
STRS_inv_item_name_redtraubenhg, "Bundle red grapes(HQ)", "Steangel rote Trauben(HQ)"
STRS_inv_item_name_whitetrauben, "Bundle white grapes", "Steangel weisse Trauben"
STRS_inv_item_name_whitetraubenhg, "Bundle white grapes(HQ)", "Steangel weisse Trauben(HQ)"
STRS_inv_item_name_hopfen, "Hops", "Hopfen"
STRS_inv_item_name_tabak, "Tobacco Leafs", "Tabak Blaetter"
STRS_inv_item_name_cigar, "Cigar", "Zigarre"
STRS_inv_item_name_cigarfatlady, "Fat Lady (Cigar)", "Fat Lady (Zigarre)"
STRS_inv_item_name_lighter, "Lighter", "Feuerzeug"
STRS_inv_item_name_smallweaps, "Small illegal weapons package", "Kleines illegales Waffenpaket"
STRS_inv_item_name_medweaps, "Medium illegal weapons package", "Mittleres illegales Waffenpaket"
STRS_inv_item_name_largeweaps, "Large illegal weapons package", "Grosses illegales Waffenpaket"

// NAHRUNG DESCRIPTIONS
STRS_inv_item_shortdesc_fish, "Unprocessed -> Process in Factory", "Unverarbeitet -> Verarbeiten in Fabrik"
STRS_inv_item_shortdesc_korn, "Unprocessed -> Process in Factory", "Unverarbeitet -> Verarbeiten in Fabrik"
STRS_inv_item_shortdesc_whale, "Unprocessed -> Process in Factory", "Unverarbeitet -> Verarbeiten in Fabrik"
STRS_inv_item_shortdesc_shark, "Unprocessed -> Process in Factory", "Unverarbeitet -> Verarbeiten in Fabrik"
STRS_inv_item_shortdesc_water, "Unprocessed -> Process in Factory", "Unverarbeitet -> Verarbeiten in Fabrik"
STRS_inv_item_shortdesc_bread, "Ready to eat -> removes 15 hunger", "Fertig verarbeitet -> entfernt 15 Hunger"
STRS_inv_item_shortdesc_donut, "Ready to eat -> removes 3 hunger", "Fertig verarbeitet -> entfernt 3 Hunger"
STRS_inv_item_shortdesc_soup, "Ready to eat -> removes 3 hunger", "Fertig verarbeitet -> entfernt 3 Hunger"
STRS_inv_item_shortdesc_fishfilets, "Ready to eat -> removes 18 hunger", "Fertig verarbeitet -> entfernt 19 Hunger"
STRS_inv_item_shortdesc_sharkfilets, "Ready to eat -> removes 39 hunger", "Fertig verarbeitet -> entfernt 39 Hunger"
STRS_inv_item_shortdesc_whalefilets, "Ready to eat -> removes 54 hunger", "Fertig verarbeitet -> entfernt 54 Hunger"
STRS_inv_item_shortdesc_bottlewater_low, "Very Poor-> removes 5 thirst", "Schlechte Qualitaet -> entfernt 5 Durst"
STRS_inv_item_shortdesc_bottlewater_no1, "Ready to drink -> removes 15 thirst", "Fertig verarbeitet -> entfernt 15 Durst"
STRS_inv_item_shortdesc_bottlewater_no2, "Ready to drink -> removes 18 thirst", "Fertig verarbeitet -> entfernt 17 Durst"
STRS_inv_item_shortdesc_bottlewater_hq, "High Quality -> removes 30 thirst", "Hohe Qualitaet -> entfernt 30 Durst"
STRS_inv_item_shortdesc_alkohol_generic, "Alkholic Drink - makes drunk", "Alkoholisches Getraenk - macht betrunken"
STRS_inv_item_shortdesc_zigarre_generic, "Cigar, smoke it or sell it", "Zigarre - Rauche oder verkaufe sie"

// BANK
// ################################################################################################rams

STRS_bank_rob_titlemsg, "!!WARNING !! Someone is robbing the bank !! WARNING !!", "!! WARNUNG !! Bank wird ausgeraubt !! WARNUNG !!"
STRS_bank_rob_lostnomoney, "Because of your bank insurance you lost no money but you lost one bank insurance.", "Wegen deiner Bankversicherung hast du kein money verloren. Aber du hast eine Bankversicherung verloren."
STRS_bank_rob_somemoneylost, "The bank has been robbed. You lost $%1 and have $%2 left on your account.", "Die Bank wurde ausgeraubt. Du hast $%1 verloren und jetzt noch $%2 uebrig."
STRS_bank_rob_allmoneylost, "The bank has been robbed. You lost all the money on your account!", "Die Bank wurde ausgeraubt und du hast all dein Geld auf dem Konto verloren."
STRS_bank_rob_success, "You robbed the bank successfully. Escape because you are wanted!", "Du hast die Bank erfolgreich ausgeraubt. Flieh jetzt, denn du wirst polizeilich gesucht!"
STRS_bank_rob_nosuccess, "You escaped too early and didn't get the money!", "Du bist zu frueh weggerannt und hast kein Geld bekommen."
STRS_bank_rob_info, "You decided to rob the bank. Stay here until you get the money and then get the hell outta here!", "Du raubst die Bank aus, bleibe ein paar Sekunden hier bis du das Geld hast und dann verschwinde!"
STRS_bank_rob_noweapon, "You can't rob the bank without being armed.", "Du kannst die Bank nicht ausrauben ohne bewaffnet zu sein."
STRS_bank_rob_no, "You can't rob the bank at the moment.", "Du kannst die Bank jetzt nicht ausrauben."

STRS_bank_dialog_inventarmoney, "Money in your Inventory: $%1", "money in deinem Inventar: $%1"
STRS_bank_dialoge_accountmoney, "Money in your Account: $%1", "money auf deinem Konto: $%1"
STRS_bank_dialoge_tax, "Incl. Taxes:", "Inkl. Steuern:"
STRS_bank_dialoge_robbsperre, "You robbed the bank a few minutes ago. You can not use it for %1 minutes after you robbed it.", "Du hast vor kurzem die Bank ausgeraubt, du kannst sie daher bis zu %1 Minuten danach nicht benutzen."
STRS_bank_no_money, "You don't have enough money on your account.", "Du hast nicht genug money auf deinem Account."
STRS_bank_deposit_other_no, "You don't have enough money on your account.", "Du hast nicht genug money auf deinem Account."
STRS_bank_deposit_self_no, "You don't have enough money on your account to transfer $%1 on the wanted Account.","Du hast nicht genug money auf deinem Konto, um $%1 auf das gewuenschte Konto zu ueberweisen."
STRS_bank_deposit_other_no2, "You don't have enough money on your account to transfer $%1 on the wanted Account. Remember that you need enough money on your Account for the additional %2 Percent tax.", "Du hast nicht genug money auf deinem Konto, um $%1 auf das gewuenschte Konto zu ueberweisen. Bedenke dass du genug money auf dem Konto haben musst, um %2 Prozent Steuern dazuzahlen zu koennen."
STRS_bank_account_getmoney, "You got $%1 from %2 on your Account.", "Du hast $%1 von %2 auf dein Konto erhalten."

STRS_bank_deposit_self_yes, "$%1 transferred to your own account.", "$%1 auf dein eigenes Konto ueberwiesen."
STRS_bank_withdraw_yes, "$%1 successfully withdrawn.", "$%1 erfolgreich abgehoben."

STRS_bank_zinsen, "You got %2 percent extra money from the bank, you now have $%1 in your bank account.", "Du hast %2 Prozent extra money von der Bank bekommen und hast jetzt $%1 auf deinem Konto."

STRS_bank_no_valid_number, "The value is not a valid number.", "Der Wert ist keine Zahl."
STRS_bank_player_not_ingame, "Error: Player not in-game.", "Fehler: Person ist nicht im Spiel."
STRS_bank_hints_account_balance, "You have %1$ on your account.","Du hast $%1 auf deinem Konto."

STRS_bank_serverrobmessage, "The Government lost %1$ at the bank-rob.", "Die Regierung hat %1$ bei dem Bankraub verloren"

STRS_bank_addaction_robb, "Rob the Bank", "Bank ausrauben"
STRS_bank_addaction_dialog, "Bank Menu", "Bank Menue"
STRS_bank_addaction_balance, "Account Balance", "Kontostand"

STRD_bank_description_title, "Bank", "Bank"
STRD_bank_description_deposit_transfer, "Deposit/Transfer", "Einzahlen/Ueberweisen"
STRD_bank_description_selectplayer, "Select player:", "Spieler Auswaehlen:"
STRD_bank_description_steuern, "Incl. Taxes:", "Inkl. Steuern:"
STRD_bank_description_bank_withdraw, "Withdraw", "Abheben"
STRD_bank_description_submit, "Submit", "Bestaetigen"
STRD_bank_description_cancel, "Cancel", "Abbrechen"
STRD_bank_description_withdraw, "Withdraw", "Abheben"
STRS_inventar_beschreibung_bankversicherung, "Bank Insurance stops you from losing any money when someone robs the bank. Each time the bank is robbed a single Bank Insurance will be used up. Owning 2 Bank Insurances will mean that you do not lose any money the next 2 times the Bank is robbed.", "Die Bankversicherung sorgt dafuer, dass du kein money auf deinem Konto verlierst, wenn die Bank ausgeraubt wird. Wenn sie ausgeraubt wird, verlierst du eine Versicherung. Sind alle weg, kannst du wieder money verlieren."
STRS_inventar_bankversicherung, "You can not use the Bank insurance. It will be removed automatically when the bank is robbed.", "Du kannst die Bankversicherung nicht benutzen. Sie wird automatisch entfernt, wenn die Bank ausgeraubt wird."

STRS_bankgov_add, "Government Account", "Regierungskonto"
STRS_bank_deposit_gov, "You transfered %1$ successfully to the Governments bank account!", "Du hast erfolgreich %1$ an das Konto der Regierung gezahlt!"
STRS_bank_deposit_gov_mayormsg, "%1 just transfered %2$ to the Governments Bank Account!", "%1 hat so eben %2$ an das Konto der Regierung Ueberwiesen!"

STRD_bankgov_description_title, "Manage Government Account", "Regierungskonto Verwaltung"
STRD_bankgov_description_deposit_transfer, "Transfer Money to Players", "Ueberweisen von Geld zu Spielern"
STRS_bankgov_dialoge_accountmoney, "Money on Governments Account: $%1", "Geld auf dem Regierungskonto: $%1"
STRS_bankgov_no_money, "The Government doesn't have enough money on its account.", "Die Regierung hat nicht genug Geld auf ihrem Konto."
STRS_bankgov_account_getmoney, "You got $%1 from the Government on your Account.", "Du hast $%1 von der Regierung auf dein Konto erhalten."
STRS_bankgov_deposit_yes, "$%1 successfully transferred to the wanted Account. Please note that Transfers from the Governments Account are tax-free", "$%1 erfolgreich auf das gewuenschte Konto ueberwiesen. Bitte beachte, dass Ueberweisungen vom Regierungskonto generell Steuerfrei sind."

STRS_bankgov_transfered_small, "#Transparent-Government-Act#: A smaller amount of Money (< 5000$) has been transfered from the Governements Bank Account to a Private Bank Account!", "#Aktion Glaeserne-Regierung#: Eine kleinere Menge Geld (< 5000$) wurde vom Regierungskonto auf ein Privatkonto Ueberwiesen!"
STRS_bankgov_transfered_medium, "#Transparent-Government-Act#: A bigger amount of Money (between 5000$ and 50000$) has been transfered from the Governements Bank Account to a Private Bank Account!", "#Aktion Glaeserne-Regierung#: Eine etwas groessere Menge Geld (zw. 5000$ und 50000$ ) wurde vom Regierungskonto auf ein Privatkonto Ueberwiesen!"
STRS_bankgov_transfered_big, "#Transparent-Government-Act#: A larger amount of Money (between 50000$ and 100000$) has been transfered from the Governements Bank Account to a Private Bank Account!", "#Aktion Glaeserne-Regierung#: Eine grosse Menge Geld (zw. 50000$ und 100000$ ) wurde vom Regierungskonto auf ein Privatkonto Ueberwiesen!"
STRS_bankgov_transfered_huge, "#Transparent-Government-Act#: A huge amount of Money (between 100000$ and 500000$) has been transfered from the Governements Bank Account to a Private Bank Account!", "#Aktion Glaeserne-Regierung#: Eine sehr grosse Menge Geld (zw. 100000$ und 500000$ ) wurde vom Regierungskonto auf ein Privatkonto Ueberwiesen!"
STRS_bankgov_transfered_extra_huge, "#Transparent-Government-Act#: A tremendous amount of Money (more than 500000$) has been transfered from the Governements Bank Account to a Private Bank Account!", "#Aktion Glaeserne-Regierung#: Eine gigantische Menge Geld (mehr als 500000$ ) wurde vom Regierungskonto auf ein Privatkonto Ueberwiesen!"

// GAS STATION
// ################################################################################################bli

STRS_gasstation_bereits_getankt, "This vehicle's fuel is already at 100%.", "Der Treibstoff des Fahrzeuges ist bereits bei 100%."
STRS_gasstation_tanken_vclleft, "Stay inside the car while you are refuelling.", "Warte im Auto waehrend du es auftankst."
STRS_gasstation_tanken_vclmoved, "You cancelled the Refuel-action by moving your vehicle.", "Du hast die Tanken-Aktion abgebrochen, indem du dein Fahrzeug bewegt hast."
STRS_gasstation_tanken_money, "You don't have enough money to refuel the vehicle completely.", "Du hast nicht genug money um das Fahrzeug komplett aufzutanken."
STRS_gasstation_tanken_finished, "The vehicle's fuel is at 100% again!", "Der Treibstoff des Fahrzeugs ist wieder bei 100%"
STRS_gasstation_tanken_zwischenmsg, "Fuel Status: %1 of 50L. \n You refuelled 1 litres into your car. If you have enough, please move your car or wait until your vehicles fuel is full.", "Treibstoff-Status: %1 von 50L. \n Du hast 1 Liter getankt. Wenn du meinst, genug zu haben, bewege bitte dein Auto oder warte, bis der Tank Randvoll ist."
STRS_addaction_buy_gas, ">>Refuel for %1$ + %2$ Tax per one litre", ">>Tanken fuer %1$ + %2$ Steuer pro Liter"
STRS_addaction_buy_AVgas, ">>Refuel for %1$ + %2$ Tax per Gallon", ">>Tanken fuer %1$ + %2$ Steuer pro Gallone"
STRS_gasstation_bereits_getankt_avgas, "This Air-vehicle's fuel is already at 100%.", "Der Treibstoff des Luft-Fahrzeuges ist bereits bei 100%."
STRS_gasstation_tanken_airleft, "Stay inside the Air-Vehicle while you are refuelling.", "Warte im Luft-Vehikel waehrend du es auftankst."
STRS_gasstation_avgastanken_zwischenmsg, "Fuel Status: %1 of 50 Gallons. \n You refuelled 1 gallon into your car. If you have enough, please move your car or wait until your vehicles fuel is full.", "Treibstoff-Status: %1 von 50Gallonen. \n Du hast 1 Gallone getankt. Wenn du meinst, genug zu haben, bewege bitte dein Auto oder warte, bis der Tank Randvoll ist."
STRS_gasstation_tanken_avgasfinished, "The air-vehicle's fuel is at 100% again!", "Der Treibstoff deines Luft-Fahrzeugs ist wieder bei 100%"



// LOTTO
// ################################################################################################blubb

STRS_lotto_action, "Play Lotto", "Lotto Spielen"
STRS_lotto_lost, "Sorry, better luck next time.", "Diesesmal hatten sie nicht soviel Glueck."
STRS_lotto_winner, "Congratulations, You won $%1.", "Glueckwunsch, du hast $%1 gewonnen."
STRS_lotto_nomoney, "You do not have enough money.", "Du hast nicht genug money."
STRS_lotto_wait, "Wait 5 seconds for your lotto ticket.", "Warte 5 Sekunden auf dein Lotto Ticket."
STRD_lotto_title, "Lotto", "Lotto"
STRD_lotto_buyticket, "Buy Ticket", "Ticket kaufen"
STRD_lotto_cancel, "Cancel", "Abbrechen"
STRS_lotto_cant, "You are already playing lotto", "Du spielst bereits Lotto"

// MISSIONS
// ################################################################################################bla

STRS_workplacemission_plane_action, "Airline Mission", "Airline Mission"
STRS_workplacemission_plane_cancelaction, "Finish Airline Mission", "Airline Mission beenden"

STRS_workplacemission_plane_alreadyinuse, "Either you already agreed to the Airline mission, or you finished it within the last %1 minutes, so you can not agree to them now.", "Entweder hast du die Airline bereits angenommen, oder du hast sie innerhalb der letzten %1 Minuten beendet. Daher kannst du sie jetzt nicht benutzen."
STRS_workplacemission_plane_marker_kunde, "Airport start", "Airport pickup"
